2025. 06. 17. 22:17:58 : Starting Network Model Serivice...
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000100000042).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000200000055).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000200000056).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000200000057).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000200000058).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000300000055).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000300000056).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000300000057).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000300000058).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000040000002b).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000040000002c).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000050000003a).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000050000003b).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000050000003c).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000060000003a).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000060000003b).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000060000003c).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000100000043).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000100000044).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000100000045).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000200000059).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000020000005a).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000020000005b).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000020000005c).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000300000059).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000030000005a).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000030000005b).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000030000005c).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000040000002d).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000040000002e).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000050000003d).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000050000003e).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000050000003f).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000060000003d).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000060000003e).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000060000003f).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000100000046).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000100000047).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000100000048).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000020000005d).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000020000005e).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000020000005f).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000200000060).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000030000005d).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000030000005e).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000030000005f).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000300000060).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000040000002f).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000400000030).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000500000040).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000500000041).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000500000042).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000600000040).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000600000041).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000600000042).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000100000049).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000010000004a).
2025. 06. 17. 22:17:58 : Inserting entity with GID (000000010000004b).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000200000061).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000200000062).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000200000063).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000200000064).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000300000061).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000300000062).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000300000063).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000300000064).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000400000031).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000400000032).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000500000043).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000500000044).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000500000045).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000600000043).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000600000044).
2025. 06. 17. 22:17:58 : Inserting entity with GID (0000000600000045).
2025. 06. 17. 22:18:00 : The communication object, System.ServiceModel.ServiceHost, cannot be used for communication because it is in the Faulted state.
2025. 06. 17. 22:18:00 : NetworkModelService failed.
2025. 06. 17. 22:18:00 :    at System.ServiceModel.Channels.CommunicationObject.Close(TimeSpan timeout)
   at System.ServiceModel.Channels.CommunicationObject.Close()
   at FTN.Services.NetworkModelService.NetworkModelService.CloseHosts() in D:\Fakultet\IV godina\modeli pod\PROJEKAT\Projekat\MPPM\ModelLabsProjekat\ModelLabs\NetworkModelService\NetworkModelService.cs:line 90
   at FTN.Services.NetworkModelService.NetworkModelService.Dispose() in D:\Fakultet\IV godina\modeli pod\PROJEKAT\Projekat\MPPM\ModelLabsProjekat\ModelLabs\NetworkModelService\NetworkModelService.cs:line 28
   at FTN.Services.NetworkModelService.Program.Main(String[] args) in D:\Fakultet\IV godina\modeli pod\PROJEKAT\Projekat\MPPM\ModelLabsProjekat\ModelLabs\NetworkModelService\ServiceHost\NetworkModelServiceSelfHost\Program.cs:line 25
